Date,Sales
2023-01-01,52.483570765056164
2023-01-02,49.308678494144075
2023-01-03,53.23844269050346
2023-01-04,57.61514928204013
2023-01-05,48.82923312638332
2023-01-06,48.8293152152541
2023-01-07,57.896064077536955
2023-01-08,53.837173645764544
2023-01-09,47.65262807032524
2023-01-10,52.712800217929825
2023-01-11,47.68291153593769
2023-01-12,47.671351232148716
2023-01-13,51.20981135783017
2023-01-14,40.43359877671101
2023-01-15,41.375410837434835
2023-01-16,47.188562353795135
2023-01-17,44.93584439832788
2023-01-18,51.57123666297637
2023-01-19,45.45987962239394
2023-01-20,42.93848149332354
2023-01-21,57.32824384460777
2023-01-22,48.87111849756732
2023-01-23,50.337641023439616
2023-01-24,42.87625906893272
2023-01-25,47.27808637737409
2023-01-26,50.554612948549334
2023-01-27,44.24503211288849
2023-01-28,51.87849009172836
2023-01-29,46.99680655040598
2023-01-30,48.54153125103362
2023-01-31,46.991466938853016
2023-02-01,59.26139092254469
2023-02-02,49.93251387631033
2023-02-03,44.7114453552205
2023-02-04,54.11272456051594
2023-02-05,43.89578175014489
2023-02-06,51.04431797502378
2023-02-07,40.201649380601125
2023-02-08,43.359069755507846
2023-02-09,50.984306179345616
2023-02-10,53.69233289997705
2023-02-11,50.85684140594985
2023-02-12,49.4217585880588
2023-02-13,48.494481522053555
2023-02-14,42.60739004816286
2023-02-15,46.40077895802646
2023-02-16,47.696806145201066
2023-02-17,55.285611131094576
2023-02-18,51.718091447842305
2023-02-19,41.18479922318633
2023-02-20,51.620419846973974
2023-02-21,48.07458859791842
2023-02-22,46.61538999847021
2023-02-23,53.058381444204336
2023-02-24,55.154997612479754
2023-02-25,54.65640059558099
2023-02-26,45.80391238388681
2023-02-27,48.45393812074393
2023-02-28,51.65631715701782
2023-03-01,54.877725635611796
2023-03-02,47.60412881077355
2023-03-03,49.07170511668092
2023-03-04,44.468325129969855
2023-03-05,44.01896687959665
2023-03-06,54.06262911197099
2023-03-07,56.78120014285412
2023-03-08,49.63994939209833
2023-03-09,55.01766448946012
2023-03-10,51.808180125238174
2023-03-11,46.774401226974376
2023-03-12,51.80697802754207
2023-03-13,57.690182832329846
2023-03-14,49.82086980445024
2023-03-15,57.82321827907003
2023-03-16,36.901274479551276
2023-03-17,54.10951252187612
2023-03-18,50.435235341190854
2023-03-19,48.50496324767066
2023-03-20,50.458803882677515
2023-03-21,40.06215542699554
2023-03-22,48.90164056081244
2023-03-23,51.78556285755873
2023-03-24,57.38947022370758
2023-03-25,47.40864890863176
2023-03-26,45.95753198553406
2023-03-27,47.491214782077314
2023-03-28,54.57701058851037
2023-03-29,51.64375554829842
2023-03-30,47.351198981164806
2023-03-31,52.56633716556678
2023-04-01,50.4853877467402
2023-04-02,54.84322495266444
2023-04-03,46.48973453061324
2023-04-04,48.36168926701116
2023-04-05,48.03945923433921
2023-04-06,42.68242525933941
2023-04-07,51.48060138532288
2023-04-08,51.30527636089945
2023-04-09,50.025567283212304
2023-04-10,48.82706433312426
