date,value
2024-01-01,4.547318898995069
2024-01-02,6.667215565206178
2024-01-03,6.513685146601959
2024-01-04,5.448851645183442
2024-01-05,6.492634293144886
2024-01-06,8.502591871206576
2024-01-07,5.382895926748344
2024-01-08,7.036975140165572
2024-01-09,8.36178941385641
2024-01-10,6.541451781846182
2024-01-11,6.50183994753424
2024-01-12,6.714328469100239
2024-01-13,7.676976048503544
2024-01-14,5.630958767528021
2024-01-15,5.426937337311081
2024-01-16,5.0746844246853104
2024-01-17,6.845125528632116
2024-01-18,6.5235790369851445
2024-01-19,5.322540059527085
2024-01-20,4.638350825737488
2024-01-21,4.805100263880877
2024-01-22,5.376726189325991
2024-01-23,3.491339393871149
2024-01-24,5.323466404352693
2024-01-25,3.605626781136941
2024-01-26,4.400157191775222
2024-01-27,6.002627618535742
2024-01-28,4.551962041935781
2024-01-29,6.036367452269414
2024-01-30,5.930707815155825
2024-01-31,6.887305538842324
2024-02-01,5.306445577202014
2024-02-02,6.546053518183772
2024-02-03,7.769963282270868
2024-02-04,19.373462093757865
2024-02-05,8.718511748927966
2024-02-06,9.002493707811539
2024-02-07,9.606661065763625
2024-02-08,8.321388986116027
2024-02-09,9.137723616335382
2024-02-10,8.076633308010678
2024-02-11,7.083937702584549
2024-02-12,7.84712216623132
2024-02-13,8.277102708431077
2024-02-14,7.728971799459059
2024-02-15,7.0886787032283545
2024-02-16,8.670251328833217
2024-02-17,6.780457547684424
2024-02-18,6.9782633996051455
2024-02-19,7.79589403082725
2024-02-20,9.355914798266168
2024-02-21,9.529087652272676
2024-02-22,1.8109539223226925
2024-02-23,9.920330633965445
2024-02-24,10.8084555532101
2024-02-25,11.941788822908713
2024-02-26,12.16548622856132
2024-02-27,13.274793201332729
2024-02-28,13.520915391678408
2024-02-29,13.651603521239446
2024-03-01,8.149611717500331
2024-03-02,9.857184649436451
2024-03-03,9.890675251028426
2024-03-04,18.94483035562812
2024-03-05,11.441309039163764
2024-03-06,11.179187176454278
2024-03-07,10.712586693230252
2024-03-08,10.545586901725551
2024-03-09,9.742354798393924
2024-03-10,10.746418669767738
2024-03-11,0.771655471650968
2024-03-12,9.477126964117698
2024-03-13,10.76558289414631
2024-03-14,8.616273234951885
2024-03-15,7.435597932256551
2024-03-16,9.605902425156858
2024-03-17,-1.8903560607673633
2024-03-18,8.025281804818274
2024-03-19,7.201238870226509
2024-03-20,16.39658680508625
2024-03-21,8.571350610205828
2024-03-22,6.985000686990385
2024-03-23,8.920723786373983
2024-03-24,8.380605024758163
2024-03-25,7.708880105224752
2024-03-26,7.393591780099022
2024-03-27,8.042929179781705
2024-03-28,8.076843404502986
2024-03-29,11.170068423353468
2024-03-30,10.103620023290004
2024-03-31,11.363920776566678
2024-04-01,9.883390529624979
2024-04-02,11.460063412731822
2024-04-03,12.624109928258633
2024-04-04,11.715438846067158
2024-04-05,13.034267169560104
2024-04-06,11.484517952752043
2024-04-07,11.3172609684495
2024-04-08,12.680493857448345
2024-04-09,11.959435916894074
2024-04-10,12.586525581143206
2024-04-11,10.235718259927246
2024-04-12,12.08160901687439
2024-04-13,13.248656467585045
2024-04-14,10.790355080776605
2024-04-15,10.47741210920185
2024-04-16,10.251954011056553
2024-04-17,8.31250255806654
2024-04-18,9.88814721387009
2024-04-19,8.073006872078686
2024-04-20,8.900994685558693
2024-04-21,10.206369167382197
2024-04-22,8.679765884606855
2024-04-23,9.811735321074785
2024-04-24,10.446855519395102
2024-04-25,10.161284039508606
2024-04-26,9.208117646713667
2024-04-27,10.45685934272928
2024-04-28,12.743884463224827
2024-04-29,10.028008082339444
2024-04-30,11.899105185067718
2024-05-01,12.131563365273959
2024-05-02,13.087810853163214
2024-05-03,13.956370524592838
2024-05-04,14.946377883662494
2024-05-05,13.669167342446668
2024-05-06,14.678022999969398
2024-05-07,14.48380797366779
2024-05-08,14.432428859714562
2024-05-09,13.487615572962227
2024-05-10,9.151002308336302
2024-05-11,8.813971768678336
2024-05-12,8.782625194609956
2024-05-13,9.303340240093867
2024-05-14,9.294793034055736
2024-05-15,8.584851137990778
2024-05-16,7.545128000020298
2024-05-17,9.122836868277236
2024-05-18,8.638300054654355
2024-05-19,6.950112230722607
2024-05-20,10.260370892900488
2024-05-21,10.992223144656867
2024-05-22,11.957756019161684
2024-05-23,11.352925764855444
2024-05-24,11.757880893789324
2024-05-25,11.444604910442584
2024-05-26,12.345870792582422
2024-05-27,13.634452777806606
2024-05-28,12.660598017763313
2024-05-29,13.438668532375011
2024-05-30,13.998764831031638
2024-05-31,14.476207760712562
2024-06-01,13.53767951545981
2024-06-02,13.532280759775219
2024-06-03,14.519678706138667
2024-06-04,15.695684746006613
2024-06-05,16.147212522421796
2024-06-06,15.335453863588038
2024-06-07,16.83073466134225
2024-06-08,15.50019159235374
2024-06-09,15.44108993557601
2024-06-10,15.014812815964047
2024-06-11,14.970974049957869
2024-06-12,15.08554789226706
2024-06-13,14.694533923514232
2024-06-14,13.08331536084887
2024-06-15,14.679200751790988
2024-06-16,12.278017268021006
2024-06-17,12.962566820652897
2024-06-18,12.489772715736143
2024-06-19,11.75590032946552
2024-06-20,12.503932364582713
2024-06-21,12.027243738115567
2024-06-22,12.821017231304277
2024-06-23,13.311088352468062
2024-06-24,14.467790157072983
2024-06-25,13.90273910495386
2024-06-26,13.585814598029126
2024-06-27,14.215014848001085
2024-06-28,15.111982484891648
