Date,Sales
2024-01-01,100.99342830602247
2024-01-02,99.72347139765763
2024-01-03,101.29537707620139
2024-01-04,103.04605971281605
2024-01-05,99.53169325055333
2024-01-06,99.53172608610164
2024-01-07,103.15842563101478
2024-01-08,101.53486945830582
2024-01-09,99.0610512281301
2024-01-10,101.08512008717193
2024-01-11,99.07316461437507
2024-01-12,99.06854049285948
2024-01-13,100.48392454313206
2024-01-14,96.1734395106844
2024-01-15,96.55016433497393
2024-01-16,98.87542494151805
2024-01-17,97.97433775933115
2024-01-18,100.62849466519054
2024-01-19,98.18395184895758
2024-01-20,97.17539259732942
2024-01-21,102.93129753784311
2024-01-22,99.54844739902693
2024-01-23,100.13505640937585
2024-01-24,97.15050362757309
2024-01-25,98.91123455094963
2024-01-26,100.22184517941973
2024-01-27,97.69801284515539
2024-01-28,100.75139603669135
2024-01-29,98.7987226201624
2024-01-30,99.41661250041345
2024-01-31,98.7965867755412
2024-02-01,103.70455636901788
2024-02-02,99.97300555052414
2024-02-03,97.8845781420882
2024-02-04,101.64508982420638
2024-02-05,97.55831270005795
2024-02-06,100.41772719000951
2024-02-07,96.08065975224045
2024-02-08,97.34362790220314
2024-02-09,100.39372247173824
2024-02-10,101.47693315999082
2024-02-11,100.34273656237994
2024-02-12,99.76870343522351
2024-02-13,99.39779260882142
2024-02-14,97.04295601926515
2024-02-15,98.56031158321058
2024-02-16,99.07872245808042
2024-02-17,102.11424445243783
2024-02-18,100.68723657913692
2024-02-19,96.47391968927454
2024-02-20,100.64816793878958
2024-02-21,99.22983543916737
2024-02-22,98.64615599938809
2024-02-23,101.22335257768174
2024-02-24,102.06199904499191
2024-02-25,101.86256023823239
2024-02-26,98.32156495355473
2024-02-27,99.38157524829757
2024-02-28,100.66252686280713
2024-02-29,101.95109025424472
2024-03-01,99.04165152430942
2024-03-02,99.62868204667237
2024-03-03,97.78733005198794
2024-03-04,97.60758675183865
2024-03-05,101.6250516447884
2024-03-06,102.71248005714165
2024-03-07,99.85597975683933
2024-03-08,102.00706579578404
2024-03-09,100.72327205009528
2024-03-10,98.70976049078975
2024-03-11,100.72279121101683
2024-03-12,103.07607313293194
2024-03-13,99.9283479217801
2024-03-14,103.12928731162802
2024-03-15,94.76050979182051
2024-03-16,101.64380500875045
2024-03-17,100.17409413647634
2024-03-18,99.40198529906826
2024-03-19,100.183521553071
2024-03-20,96.02486217079822
2024-03-21,99.56065622432497
2024-03-22,100.7142251430235
2024-03-23,102.95578808948304
2024-03-24,98.9634595634527
2024-03-25,98.38301279421363
2024-03-26,98.99648591283092
2024-03-27,101.83080423540414
2024-03-28,100.65750221931937
2024-03-29,98.94047959246592
2024-03-30,101.02653486622671
2024-03-31,100.19415509869609
2024-04-01,101.93728998106577
2024-04-02,98.5958938122453
2024-04-03,99.34467570680447
2024-04-04,99.21578369373569
2024-04-05,97.07297010373577
2024-04-06,100.59224055412915
2024-04-07,100.52211054435978
2024-04-08,100.01022691328492
2024-04-09,99.5308257332497
2024-04-10,97.16925851589917
2024-04-11,99.15870935446928
2024-04-12,99.31457096694646
2024-04-13,98.39544546155676
2024-04-14,99.67742857666798
2024-04-15,100.80810171362907
2024-04-16,103.77237180242106
2024-04-17,100.34915562566368
2024-04-18,100.51510078144553
2024-04-19,99.85110816846766
2024-04-20,96.16245756940192
2024-04-21,99.94697224910156
2024-04-22,100.12046041988205
2024-04-23,104.92648422497058
2024-04-24,99.61527807043775
2024-04-25,100.60309468466723
2024-04-26,99.9305764605895
2024-04-27,97.66264392476094
2024-04-28,102.28564562903004
2024-04-29,101.50386606537354
2024-04-30,101.58206389408609
2024-05-01,98.18122509041052
2024-05-02,102.8055886218722
2024-05-03,97.19629787441544
2024-05-04,101.17371418760054
2024-05-05,104.38091125161996
2024-05-06,98.01892734973862
2024-05-07,98.86740454079445
2024-05-08,100.19930273017528
2024-05-09,98.9930486917676
2024-05-10,96.89867313786773
2024-05-11,100.13712594961206
2024-05-12,97.8753925725478
2024-05-13,100.94718486127036
2024-05-14,98.1611515315324
2024-05-15,103.09986881003508
2024-05-16,98.43349341532753
2024-05-17,99.35587696758864
2024-05-18,101.62703443473934
2024-05-19,97.53827136713208
2024-05-20,100.45491986920825
2024-05-21,102.61428550856486
2024-05-22,96.78503353087754
2024-05-23,100.3692677170646
2024-05-24,100.51976558849685
2024-05-25,101.56364574355462
2024-05-26,97.52609857824383
2024-05-27,97.35908677383145
2024-05-28,101.0438831312338
2024-05-29,100.59396934646637
2024-05-30,100.50098570069176
2024-05-31,100.69289641899395
2024-06-01,98.63995055684302
2024-06-02,100.46450739432201
2024-06-03,100.58614494659736
2024-06-04,98.57129716394726
2024-06-05,103.73154902228951
2024-06-06,100.94766584182358
2024-06-07,97.6173930055947
2024-06-08,101.31310721726766
2024-06-09,98.05063665954536
2024-06-10,101.5741692074849
2024-06-11,102.31719115801481
2024-06-12,98.35863536329659
2024-06-13,101.92675225848865
2024-06-14,100.825561853873
2024-06-15,101.64412031998899
2024-06-16,103.7935859653079
2024-06-17,99.50922376799426
2024-06-18,98.49252767128502
2024-06-19,98.22097114074896
2024-06-20,98.36837943006913
2024-06-21,99.8457965811718
2024-06-22,100.6823039496333
2024-06-23,100.55338159866004
2024-06-24,101.65436649807205
2024-06-25,100.02600378375581
2024-06-26,102.90706815431463
2024-06-27,99.47068633352409
2024-06-28,105.44033833317924
2024-06-29,101.25133469553002
2024-06-30,98.28568488716743
2024-07-01,97.85821500387777
2024-07-02,100.96494483048637
2024-07-03,99.5530744293483
2024-07-04,101.42800098818418
2024-07-05,100.94647524914708
2024-07-06,99.85434217468625
2024-07-07,98.30641256386319
2024-07-08,96.97030555062827
2024-07-09,99.10697009586596
2024-07-10,101.71279758864695
2024-07-11,100.4281874882604
2024-07-12,97.50852244257602
2024-07-13,100.34636185170237
2024-07-14,100.77063475945768
2024-07-15,98.23228512759773
2024-07-16,100.30745021189105
2024-07-17,100.116417436892
2024-07-18,97.71405940433876
