Date,Value
2010-01-31,55.993428306022466
2010-02-28,58.383725435502015
2010-03-31,61.29537707620138
2010-04-30,61.70631375066044
2010-05-31,54.53169325055333
2010-06-30,49.53172608610164
2010-07-31,48.15842563101478
2010-08-31,42.87461542046144
2010-09-30,39.0610512281301
2010-10-31,42.42486604932755
2010-11-30,44.073164614375074
2010-12-31,49.06854049285948
2011-01-31,55.48392454313207
2011-02-28,54.833693548528785
2011-03-31,56.550164334973935
2011-04-30,57.535678979362444
2011-05-31,52.97433775933115
2011-06-30,50.628494665190544
2011-07-31,43.18395184895758
2011-08-31,38.51513855948504
2011-09-30,42.93129753784311
2011-10-31,40.888193361182545
2011-11-30,45.13505640937585
2011-12-31,47.15050362757309
2012-01-31,53.91123455094964
2012-02-29,58.88209921726411
2012-03-31,57.6980128451554
2012-04-30,59.411650074535736
2012-05-31,53.79872262016239
2012-06-30,49.41661250041345
2012-07-31,43.79658677554121
2012-08-31,45.04430233117349
2012-09-30,39.973005550524135
2012-10-31,39.22432410424382
2012-11-30,46.64508982420638
2012-12-31,47.558312700057954
2013-01-31,55.41772719000951
2013-02-28,54.74091379008483
2013-03-31,57.34362790220314
2013-04-30,59.05397650958264
2013-05-31,56.47693315999082
2013-06-30,50.34273656237994
2013-07-31,44.76870343522352
2013-08-31,40.73753857097704
2013-09-30,37.04295601926515
2013-10-31,39.9000575453662
2013-11-30,44.07872245808043
2013-12-31,52.11424445243783
2014-01-31,55.68723657913692
2014-02-28,55.13417372711891
2014-03-31,60.64816793878959
2014-04-30,57.890089477011756
2014-05-31,53.646155999388085
2014-06-30,51.22335257768174
2014-07-31,47.0619990449919
2014-08-31,43.202306200388016
2014-09-30,38.32156495355472
2014-10-31,40.72132121045319
2014-11-30,45.66252686280713
2014-12-31,51.95109025424472
2015-01-31,54.04165152430942
2015-02-28,58.28893608451675
2015-03-31,57.787330051987944
2015-04-30,56.26784078968305
2015-05-31,56.6250516447884
2015-06-30,52.71248005714165
2015-07-31,44.85597975683933
2015-08-31,43.34681175793967
2015-09-30,40.72327205009527
2015-10-31,40.04950645294537
2015-11-30,45.722791211016826
2015-12-31,53.07607313293194
2016-01-31,54.928347921780095
2016-02-29,61.789541349472394
2016-03-31,54.76050979182051
2016-04-30,60.30405904659484
2016-05-31,55.17409413647634
2016-06-30,49.401985299068265
2016-07-31,45.183521553071
2016-08-31,37.36460813295383
2016-09-30,39.56065622432497
2016-10-31,42.05397110517911
2016-11-30,47.95578808948303
2016-12-31,48.9634595634527
2017-01-31,53.38301279421363
2017-02-28,57.65673995067531
2017-03-31,61.830804235404145
2017-04-30,59.31775625716376
2017-05-31,53.94047959246592
2017-06-30,51.02653486622671
2017-07-31,45.19415509869608
2017-08-31,43.2770359432214
2017-09-30,38.59589381224529
2017-10-31,40.684421668960084
2017-11-30,44.21578369373569
2017-12-31,47.07297010373576
2018-01-31,55.592240554129155
2018-02-28,59.18236458220416
2018-03-31,60.010226913284924
2018-04-30,58.191079771094095
2018-05-31,52.16925851589917
2018-06-30,49.15870935446928
2018-07-31,44.31457096694646
2018-08-31,39.73519142371238
2018-09-30,39.67742857666798
2018-10-31,42.147847675784696
2018-11-30,48.77237180242106
2018-12-31,50.34915562566368
2019-01-31,55.515100781445526
2019-02-28,58.51136220631205
2019-03-31,56.162457569401916
2019-04-30,58.60722628694595
2019-05-31,55.12046041988205
2019-06-30,54.92648422497057
2019-07-31,44.61527807043775
2019-08-31,41.942840646822845
2019-09-30,39.93057646058951
2019-10-31,39.00238988691655
2019-11-30,47.28564562903004
2019-12-31,51.50386606537355
