ds,y
2022-01-01,52.65570432661451
2022-01-02,50.1554071731856
2022-01-03,54.75966448836414
2022-01-04,59.81071123850554
2022-01-05,51.69893136501407
2022-01-06,52.372895003798796
2022-01-07,62.11321990341491
2022-01-08,58.727549306595684
2022-01-09,53.21581677948062
2022-01-10,58.94834472507123
2022-01-11,54.590304262510834
2022-01-12,55.250034421789685
2022-01-13,59.45917724164067
2022-01-14,49.35298975335342
2022-01-15,50.96411966799369
2022-01-16,57.445832371347244
2022-01-17,55.860869732159095
2022-01-18,63.16316247737845
2022-01-19,57.717802369970855
2022-01-20,55.86144918273202
2022-01-21,70.9152563226529
2022-01-22,63.121127745569524
2022-01-23,65.24955146778524
2022-01-24,58.44892790571607
2022-01-25,63.51032391103494
2022-01-26,67.4451829444054
2022-01-27,61.79265216345842
2022-01-28,70.08183199673678
2022-01-29,65.85449671035784
2022-01-30,68.05215107424142
2022-01-31,67.15355326179616
2022-02-01,80.07343644343636
2022-02-02,71.39296760174356
2022-02-03,66.81871305976102
2022-02-04,76.8651692591055
2022-02-05,67.29172418317536
2022-02-06,75.08203710593793
2022-02-07,64.87938290587299
2022-02-08,68.6750146268512
2022-02-09,76.93661913799615
2022-02-10,80.27913102288967
2022-02-11,78.07620266374951
2022-02-12,77.2717224145792
2022-02-13,76.97304939529526
2022-02-14,71.71252608249844
2022-02-15,76.13041050747736
2022-02-16,78.04882441760743
2022-02-17,86.25787181299575
2022-02-18,83.30841533988324
2022-02-19,73.3909728858614
2022-02-20,84.44019625651687
2022-02-21,81.50568781214376
2022-02-22,80.65549983236963
2022-02-23,87.70515815509684
2022-02-24,90.40606659451318
2022-02-25,90.50935708337902
2022-02-26,82.25632216513283
2022-02-27,85.50333825749071
2022-02-28,89.30021671550918
2022-03-01,93.11360642439998
2022-03-02,86.42944612691375
2022-03-03,88.48388849978163
2022-03-04,84.46477912387586
2022-03-05,84.59707180147855
2022-03-06,95.21974182859392
2022-03-07,98.51465485379505
2022-03-08,91.9470584196803
2022-03-09,97.89571907516917
2022-03-10,95.2544512323869
2022-03-11,90.78614034937448
2022-03-12,96.38141800394595
2022-03-13,102.82453866640026
2022-03-14,95.51233949001484
2022-03-15,104.06898363041621
2022-03-16,83.69850196651548
2022-03-17,101.45535410947994
2022-03-18,98.32682933357529
2022-03-19,96.93943513607827
2022-03-20,99.43326719723157
2022-03-21,89.57371259202317
2022-03-22,98.94738375345898
2022-03-23,102.36257486943829
2022-03-24,108.49482532533487
2022-03-25,99.03941371637892
2022-03-26,98.11076633085547
2022-03-27,100.16397258274509
2022-03-28,107.76634072160198
2022-03-29,105.34670272467818
2022-03-30,101.56480462119983
2022-03-31,107.28764027581794
2022-04-01,105.71142579736843
2022-04-02,110.57103475529222
2022-04-03,102.71635311638128
2022-04-04,105.08415476457003
2022-04-05,105.25481174751576
2022-04-06,100.38770774421779
2022-04-07,109.6728605264806
2022-04-08,109.9815634465384
2022-04-09,109.18293907892574
2022-04-10,108.46258395404064
2022-04-11,103.03388407079326
2022-04-12,108.47980775019413
2022-04-13,109.33884574085623
2022-04-14,107.50751313006484
2022-04-15,111.17605994062389
2022-04-16,114.4634512097907
2022-04-17,122.33196664998559
2022-04-18,114.22891145513769
2022-04-19,115.09591870383788
2022-04-20,113.88525556802453
2022-04-21,105.11013726695674
2022-04-22,115.01513855807002
2022-04-23,115.8897973952608
2022-04-24,128.34303738234732
2022-04-25,115.50046359749234
2022-04-26,118.40272773622831
2022-04-27,117.15145646115278
2022-04-28,111.90897256849766
2022-04-29,123.89116971093033
2022-04-30,122.3587821780436
2022-05-01,122.97373045999689
2022-05-02,114.88850410702791
2022-05-03,126.86372591549534
2022-05-04,113.25228048569988
2022-05-05,123.60509805213245
2022-05-06,132.02989046804777
2022-05-07,116.52928180337858
2022-05-08,119.05240629258252
2022-05-09,122.78169350346536
2022-05-10,120.16324088322123
2022-05-11,115.32215642416888
2022-05-12,123.81084673057877
2022-05-13,118.54680799814685
2022-05-14,126.61435311593323
2022-05-15,120.03513778678128
2022-05-16,132.7656371417468
2022-05-17,121.48127818210415
2022-05-18,124.16672579336904
2022-05-19,130.2220538499602
2022-05-20,120.37556329112134
2022-05-21,128.04062203908134
2022-05-22,133.8105322605617
2022-05-23,119.60699589275019
2022-05-24,128.93531177470686
2022-05-25,129.6774636487175
2022-05-26,132.65128848985148
2022-05-27,122.9198032955071
2022-05-28,122.86295629234871
2022-05-29,132.4339715099734
2022-05-30,131.66659570708174
2022-05-31,131.78997258399846
2022-06-01,132.62405616686723
2022-06-02,127.84451301093313
2022-06-03,132.75728567309642
2022-06-04,133.4113639749448
2022-06-05,128.72287798955404
2022-06-06,141.9708357544143
2022-06-07,135.3571965545242
2022-06-08,127.37637020517454
2022-06-09,136.95934518264596
2022-06-10,129.1457390064123
2022-06-11,138.29606875848492
2022-06-12,140.49409789316172
2022-06-13,130.93720655629318
2022-06-14,140.19606914046406
2022-06-15,137.78078425099625
2022-06-16,140.1640411543882
2022-06-17,145.87378470802884
2022-06-18,135.49822667505558
2022-06-19,133.2911514481884
2022-06-20,132.94629242820008
2022-06-21,133.64826267363446
2022-06-22,137.67472238633476
2022-06-23,140.09842521011612
2022-06-24,140.10812170082417
2022-06-25,143.19220480885937
2022-06-26,139.4525880128379
2022-06-27,146.98625879621164
2022-06-28,138.72608478837265
2022-06-29,153.980816906712
2022-06-30,143.838782447629
2022-07-01,136.7550560561522
2022-07-02,136.01675397296836
2022-07-03,144.11397666891943
2022-07-04,140.9147753011144
2022-07-05,145.93269381740552
2022-07-06,145.05966001395018
2022-07-07,142.6603371847748
2022-07-08,139.12180314748628
2022-07-09,136.11315647390416
2022-07-10,141.7868202051395
2022-07-11,148.6338233397196
2022-07-12,145.75521492369688
2022-07-13,138.78950183161987
2022-07-14,146.2181326607876
2022-07-15,147.61347994508176
2022-07-16,141.60295332574276
2022-07-17,147.12694547681943
2022-07-18,146.9862242774238
2022-07-19,141.318020318112
