ds,y
2022-01-01,93.07832315160313
2022-01-02,92.4526733042325
2022-01-03,104.81882687288477
2022-01-04,117.63161754383293
2022-01-05,111.39402802341448
2022-01-06,106.60052229977612
2022-01-07,107.60584052498783
2022-01-08,98.75204156255433
2022-01-09,95.11318157687128
2022-01-10,108.60547721260296
2022-01-11,112.00669893781965
2022-01-12,114.53778528081912
2022-01-13,113.27627297009424
2022-01-14,94.43154238187238
2022-01-15,90.57065789303606
2022-01-16,98.92100863598611
2022-01-17,105.09123197246338
2022-01-18,120.14785933228166
2022-01-19,116.56858343285587
2022-01-20,109.23596029465764
2022-01-21,115.54526832884537
2022-01-22,102.27282991712474
2022-01-23,106.26325868277038
2022-01-24,107.21085249530385
2022-01-25,120.01928096854665
2022-01-26,125.81259067546142
2022-01-27,114.67582727713273
2022-01-28,114.21221855931003
2022-01-29,104.49795966358575
2022-01-30,108.54868351229861
2022-01-31,115.38904837250037
2022-02-01,136.04639291160134
2022-02-02,129.21449005283114
2022-02-03,119.14580754370132
2022-02-04,120.42897219585281
2022-02-05,105.35779597188859
2022-02-06,114.99006949191968
2022-02-07,112.51497101084507
2022-02-08,124.03636244038879
2022-02-09,134.134540048265
2022-02-10,131.97034338652972
2022-02-11,120.99155883644644
2022-02-12,114.67650244418886
2022-02-13,116.2066684716289
2022-02-14,118.6603066493231
2022-02-15,130.79028783452873
2022-02-16,134.53134721073633
2022-02-17,137.21949786226781
2022-02-18,125.47974062715038
2022-02-19,110.03702535364701
2022-02-20,122.90014333230057
2022-02-21,127.6646085935779
2022-02-22,134.51109073120313
2022-02-23,143.36773357790665
2022-02-24,140.53185466004138
2022-02-25,131.82872879797458
2022-02-26,118.03408525811902
2022-02-27,123.07844477052511
2022-02-28,134.5575352514485
2022-03-01,146.05062785342759
2022-03-02,141.15628432801017
2022-03-03,137.6565761373199
2022-03-04,124.81349688082159
2022-03-05,119.38644227100009
2022-03-06,131.7885371581317
2022-03-07,142.74756904708718
2022-03-08,143.84141309448555
2022-03-09,151.56146425475345
2022-03-10,143.34746117053965
2022-03-11,130.0364428104206
2022-03-12,130.05348819954503
2022-03-13,138.2570069431687
2022-03-14,138.589763673455
2022-03-15,154.78855482288154
2022-03-16,136.17004537726572
2022-03-17,148.33462491658125
2022-03-18,136.34374199910053
2022-03-19,129.35835737638823
2022-03-20,133.592727702363
2022-03-21,131.35817339965885
2022-03-22,148.35394607519905
2022-03-23,153.50097994741938
2022-03-24,154.02075031894339
2022-03-25,135.6827010405069
2022-03-26,129.1357176474726
2022-03-27,132.90905653980673
2022-03-28,148.11596534476234
2022-03-29,153.2979212595232
2022-03-30,151.22731640404075
2022-03-31,151.31708663278863
2022-04-01,140.83761939327033
2022-04-02,140.05825359395826
2022-04-03,133.90304828657537
2022-04-04,143.8547228368894
2022-04-05,151.6063006200091
2022-04-06,148.42981751475972
2022-04-07,152.06123939164382
2022-04-08,143.4460370484091
2022-04-09,136.9878045016325
2022-04-10,137.94631746401623
2022-04-11,140.0809135062369
2022-04-12,153.08721835745015
2022-04-13,155.61638103575194
2022-04-14,148.11087078395292
2022-04-15,142.83512111257767
2022-04-16,140.4425745267278
2022-04-17,149.96969592874348
2022-04-18,149.40974807197452
2022-04-19,157.8170274090805
2022-04-20,158.25646532391255
2022-04-21,143.78723710843488
2022-04-22,144.7281068979852
2022-04-23,139.9030959757467
2022-04-24,153.99531896642878
2022-04-25,148.67634430639217
2022-04-26,159.09949283010724
2022-04-27,159.4790611413422
2022-04-28,148.52333780098783
2022-04-29,151.5224114925807
2022-04-30,144.2715054473105
2022-05-01,146.50673674622266
2022-05-02,145.92656382378604
2022-05-03,165.40428409573627
2022-05-04,153.40545753676972
2022-05-05,158.02698553044152
2022-05-06,157.45078029487064
2022-05-07,136.2139601235946
2022-05-08,140.33986107041733
2022-05-09,151.55688676074314
2022-05-10,156.42381437788896
2022-05-11,153.1784323471814
2022-05-12,155.91912342093892
2022-05-13,141.6375890975995
2022-05-14,143.9526413651412
2022-05-15,138.960142557061
2022-05-16,159.1625466078932
2022-05-17,155.34796493408504
2022-05-18,159.61374746499757
2022-05-19,159.90594876435992
2022-05-20,141.0270795445031
2022-05-21,142.92501122468104
2022-05-22,150.26725692683814
2022-05-23,143.52150164139428
2022-05-24,160.30573279626418
2022-05-25,162.61462327395597
2022-05-26,159.8119947567108
2022-05-27,141.03507795317287
2022-05-28,135.19832844432364
2022-05-29,146.32918499026852
2022-05-30,153.00738109510374
2022-05-31,160.57475265595903
2022-06-01,162.96394636187136
2022-06-02,152.3966169116081
2022-06-03,148.2529239223303
2022-06-04,143.11636783063207
2022-06-05,139.9772966114978
2022-06-06,160.6607081289873
2022-06-07,161.4812568549415
2022-06-08,155.04604816556147
2022-06-09,158.83206148579035
2022-06-10,141.95313410679722
2022-06-11,145.30429634252746
2022-06-12,149.04353207083489
2022-06-13,146.9142136897615
2022-06-14,163.5997131076139
2022-06-15,162.72282672207328
2022-06-16,159.3022368816599
2022-06-17,155.9401102500968
2022-06-18,139.7591737577727
2022-06-19,139.0874340563873
2022-06-20,146.16461853389282
2022-06-21,154.28803939859418
2022-06-22,159.84805617730183
2022-06-23,156.4634170265761
2022-06-24,147.397095637013
2022-06-25,144.67200135198073
2022-06-26,142.46427103172974
2022-06-27,157.416887166152
2022-06-28,156.57541744996658
2022-06-29,173.3613129371319
2022-06-30,157.40889614418754
2022-07-01,141.24746545389274
2022-07-02,134.69865399828996
2022-07-03,144.32678602350342
2022-07-04,148.54590798187382
2022-07-05,160.9822640704307
2022-07-06,161.64048230075292
2022-07-07,153.4312211608421
2022-07-08,140.81578207485938
2022-07-09,131.99778026983063
2022-07-10,139.2038622210968
2022-07-11,153.4710517765625
2022-07-12,158.01309768093216
2022-07-13,152.5812063691432
2022-07-14,154.20282087312262
2022-07-15,146.52453646986947
2022-07-16,134.70827848855873
2022-07-17,141.76866196664864
2022-07-18,149.05244845857538
2022-07-19,150.8095669766087
2022-07-20,160.19076105800372
2022-07-21,155.74358640238555
2022-07-22,149.62746268908032
2022-07-23,144.02302464339166
2022-07-24,133.75100895108227
2022-07-25,143.72514468100084
2022-07-26,158.7666764879321
2022-07-27,160.65271917351586
2022-07-28,155.21241324174215
2022-07-29,163.1895786432544
2022-07-30,141.3390383357748
2022-07-31,146.0652600902196
2022-08-01,152.95050233296837
2022-08-02,159.23346504679262
2022-08-03,156.31186874576403
2022-08-04,156.256489536736
2022-08-05,139.90692704674004
2022-08-06,137.16690210018345
2022-08-07,137.84890874427958
2022-08-08,148.50064539328758
2022-08-09,167.48366408129837
2022-08-10,148.50942060043502
2022-08-11,155.87472597319987
2022-08-12,135.7140790230728
2022-08-13,136.02333107124687
2022-08-14,145.77842356216024
2022-08-15,148.49711885551415
2022-08-16,150.63313469217502
2022-08-17,154.40829391908323
2022-08-18,156.00858537303517
2022-08-19,140.3216213525315
2022-08-20,139.69021435482048
2022-08-21,140.8160973862602
2022-08-22,145.2024141922598
2022-08-23,167.05688980184604
2022-08-24,161.50080693677043
2022-08-25,142.86283742491133
2022-08-26,145.31569063103723
2022-08-27,135.74141141905642
2022-08-28,145.32572235552215
2022-08-29,145.00645252642803
2022-08-30,156.30586800363014
2022-08-31,161.43267743283357
2022-09-01,157.92840158332154
2022-09-02,139.0279457794888
2022-09-03,138.05915694897698
2022-09-04,139.40582581414233
2022-09-05,146.4554401651807
2022-09-06,166.49623039793946
2022-09-07,161.7587721443822
2022-09-08,148.15836578434897
2022-09-09,150.51924775137212
2022-09-10,151.28060638568087
2022-09-11,147.91898368771857
2022-09-12,143.1395636994812
2022-09-13,156.30060635263752
2022-09-14,167.15998391832008
2022-09-15,152.05499515037738
2022-09-16,149.31881815771615
2022-09-17,145.75222687826525
2022-09-18,139.370894905002
2022-09-19,151.72753401647728
2022-09-20,143.84423160149797
2022-09-21,157.07250094590583
2022-09-22,155.7398952734216
2022-09-23,142.3107324573602
2022-09-24,151.5317135112138
2022-09-25,138.38624097991436
2022-09-26,151.39725431922156
2022-09-27,162.3176055084859
2022-09-28,171.05524915961496
2022-09-29,151.51905679000933
2022-09-30,156.10235312142925
2022-10-01,145.19901708434963
2022-10-02,142.44895028873822
2022-10-03,157.76892054079335
2022-10-04,164.56152586992167
2022-10-05,162.7915268119971
2022-10-06,161.03250327612577
2022-10-07,150.38646936164616
2022-10-08,147.7832877847876
2022-10-09,152.7762988687562
2022-10-10,165.53888603205883
2022-10-11,159.5687274606455
2022-10-12,178.6904541803927
2022-10-13,153.19673611348168
2022-10-14,153.86869575091748
2022-10-15,152.51265595749274
2022-10-16,153.26662998500527
2022-10-17,156.93184505244304
2022-10-18,167.19409723043316
2022-10-19,168.0773843216639
2022-10-20,162.56747461252544
2022-10-21,161.47258819052234
2022-10-22,153.99273683496762
2022-10-23,151.07313323038866
2022-10-24,167.25855008357007
2022-10-25,172.5253764509939
2022-10-26,177.39958554854093
2022-10-27,171.49378599014517
2022-10-28,155.94913390670533
2022-10-29,152.3141924809934
2022-10-30,161.21920246110358
2022-10-31,168.79476701447865
2022-11-01,173.90373336881467
2022-11-02,176.97794668487782
2022-11-03,177.82633735433626
2022-11-04,160.2646125993089
2022-11-05,161.0145772138637
2022-11-06,159.67102785567857
2022-11-07,167.88865198712256
2022-11-08,182.77076480214603
2022-11-09,183.82112865033275
2022-11-10,178.84198708166974
2022-11-11,173.11955948139104
2022-11-12,161.7866464357214
2022-11-13,167.52669533464808
2022-11-14,170.89261785636253
2022-11-15,182.3961025956499
2022-11-16,182.57275163829186
2022-11-17,178.81939232173005
2022-11-18,173.15799259358917
2022-11-19,161.21014019545305
2022-11-20,178.2275547900033
2022-11-21,171.0911127978971
2022-11-22,178.4096160999183
2022-11-23,192.7468217072185
2022-11-24,186.05250218818978
2022-11-25,227.08901427580636
2022-11-26,172.25505827361965
2022-11-27,171.54179128543248
2022-11-28,175.4970869468634
2022-11-29,188.7459188282993
2022-11-30,187.4803916893864
2022-12-01,190.9027276031802
2022-12-02,177.18848027973783
2022-12-03,168.96300635551836
2022-12-04,173.99445855174136
2022-12-05,186.06696479312714
2022-12-06,189.58718711508476
2022-12-07,190.81335034440497
2022-12-08,191.32252268906174
2022-12-09,183.24362520993378
2022-12-10,174.66822560635262
2022-12-11,177.37542070114768
2022-12-12,189.30790338810687
2022-12-13,189.326197675682
2022-12-14,192.06274331722392
2022-12-15,190.7016084136608
2022-12-16,185.15476098206022
2022-12-17,182.9734696883196
2022-12-18,191.3354903914034
2022-12-19,196.67547272187585
2022-12-20,200.0171852113707
2022-12-21,203.26528777000522
2022-12-22,193.5508450550524
2022-12-23,190.40775398388277
2022-12-24,184.26192441806077
2022-12-25,189.8658505976552
2022-12-26,192.55112887310037
2022-12-27,207.71957573043062
2022-12-28,215.33517906998566
2022-12-29,202.33524978911936
2022-12-30,196.828171130758
2022-12-31,243.4782547714294
2023-01-01,190.65678853550403
2023-01-02,202.21994625506915
2023-01-03,209.59883522221887
2023-01-04,212.5729872629232
2023-01-05,203.4264784583595
2023-01-06,199.35325738471386
2023-01-07,196.9265003842837
2023-01-08,204.2387244641512
2023-01-09,210.2123966729007
2023-01-10,224.6140783181595
2023-01-11,212.55518809582793
2023-01-12,215.95476971287945
2023-01-13,204.44267106985296
2023-01-14,209.67369075185536
2023-01-15,197.22189413721168
2023-01-16,205.4893261072157
2023-01-17,215.11391338284395
2023-01-18,210.02528255614246
2023-01-19,213.20666118266377
2023-01-20,203.96131492246275
2023-01-21,203.69572589722424
2023-01-22,207.17862980682943
2023-01-23,223.26196089133882
2023-01-24,227.04220165322997
2023-01-25,221.92481482124677
2023-01-26,215.49263685077594
2023-01-27,214.34989045067388
2023-01-28,200.45929491308408
2023-01-29,218.72658545083777
2023-01-30,223.85984190080003
2023-01-31,224.0071922090524
2023-02-01,220.28746785198848
2023-02-02,230.77807052795347
2023-02-03,215.32116239111485
2023-02-04,217.2320616758098
2023-02-05,205.5580144361581
2023-02-06,218.90436543805563
2023-02-07,230.29502916476343
2023-02-08,232.98033416209088
2023-02-09,225.6266389921288
2023-02-10,222.85175957718727
2023-02-11,209.52334776418925
2023-02-12,216.61098493940983
2023-02-13,226.26915414406346
2023-02-14,236.58059980738255
2023-02-15,240.01572177533296
2023-02-16,225.93806308695156
2023-02-17,215.72281530639225
2023-02-18,224.87676576940623
2023-02-19,222.58193469874487
2023-02-20,225.49277983847242
2023-02-21,245.30126890920067
2023-02-22,240.54221241258347
2023-02-23,240.93257053462708
2023-02-24,227.1739488835093
2023-02-25,232.20280030740915
2023-02-26,233.07501559483447
2023-02-27,231.3351749433144
2023-02-28,245.71456188513108
2023-03-01,246.46792047412777
2023-03-02,245.122045785504
2023-03-03,225.21975314663558
2023-03-04,228.5021615314496
2023-03-05,232.72773633403762
2023-03-06,226.88769964997377
2023-03-07,238.00556537683278
2023-03-08,236.0734413219729
2023-03-09,239.9234980736762
2023-03-10,236.5864917531784
2023-03-11,235.50055932453196
2023-03-12,230.68512258248805
2023-03-13,246.6653908746239
2023-03-14,239.8238756138589
2023-03-15,240.51656285542194
2023-03-16,243.717764883837
2023-03-17,237.60493906829876
2023-03-18,230.47176539804482
2023-03-19,222.5843221369044
2023-03-20,240.64381265805017
2023-03-21,242.72915950606765
2023-03-22,254.86880676692303
2023-03-23,248.27514080095054
2023-03-24,233.39138059249615
2023-03-25,230.43145002579735
2023-03-26,229.95025656088
2023-03-27,243.05993530729214
2023-03-28,256.27015539468675
2023-03-29,248.7936739879333
2023-03-30,251.1230824810708
2023-03-31,237.55896080425677
2023-04-01,231.11459996582406
2023-04-02,236.74801534990723
2023-04-03,240.19259117979385
2023-04-04,250.68027607907092
2023-04-05,249.64559043111188
2023-04-06,260.2977504006079
2023-04-07,242.21645519507672
2023-04-08,233.36886562815232
2023-04-09,240.10027528047755
2023-04-10,246.5131019183664
2023-04-11,254.00840825475143
2023-04-12,260.3294169798803
2023-04-13,255.84422464922795
2023-04-14,240.92925082090548
2023-04-15,235.48919094828997
2023-04-16,239.11520026528314
2023-04-17,236.98464963494146
2023-04-18,248.91639273275115
2023-04-19,265.4317853010756
2023-04-20,261.58026595085545
2023-04-21,243.5954124160453
2023-04-22,242.47019357111577
2023-04-23,243.22633420714547
2023-04-24,265.0290014822071
2023-04-25,263.1915127233992
2023-04-26,259.0203066694216
2023-04-27,249.60165026747197
2023-04-28,237.79399581669475
2023-04-29,241.55234807994734
2023-04-30,238.7982250658413
2023-05-01,243.39579749894762
2023-05-02,255.1961257124757
2023-05-03,255.05071103137007
2023-05-04,263.5771535066996
2023-05-05,250.96039827508454
2023-05-06,241.18537143984332
2023-05-07,250.6345009520844
2023-05-08,251.51368029259783
2023-05-09,254.7076979645922
2023-05-10,268.6249515432045
2023-05-11,258.353032201541
2023-05-12,241.8495772041736
2023-05-13,240.72414675641764
2023-05-14,239.27472645342775
2023-05-15,244.5987541093369
2023-05-16,263.9992513563923
2023-05-17,270.87945310650315
2023-05-18,248.9579496575359
2023-05-19,250.11270828986156
2023-05-20,238.6549207616694
2023-05-21,241.42022314122315
2023-05-22,248.72506257016022
2023-05-23,255.1944530017299
2023-05-24,261.69331015171304
2023-05-25,251.8871912012643
2023-05-26,248.71466395562055
2023-05-27,241.69537344092322
2023-05-28,242.6740097837992
2023-05-29,247.1371478879046
2023-05-30,256.59409011202473
2023-05-31,265.1673830417447
2023-06-01,258.463023733114
2023-06-02,242.36846372440493
2023-06-03,242.31504944427707
2023-06-04,247.47607958938386
2023-06-05,243.15751633195129
2023-06-06,262.0041255710917
2023-06-07,257.86711196403957
2023-06-08,258.5822914751462
2023-06-09,243.19249708880574
2023-06-10,232.5288644352169
2023-06-11,235.2992996427856
2023-06-12,251.4464679450334
2023-06-13,260.271726826056
2023-06-14,256.3293878442565
2023-06-15,258.5786168618833
2023-06-16,238.34383519923975
2023-06-17,240.85247882419614
2023-06-18,236.99917184736097
2023-06-19,247.55242337509253
2023-06-20,258.8046730745311
2023-06-21,256.1331625053878
2023-06-22,253.03751948382887
2023-06-23,251.24862062746223
2023-06-24,237.8559147733528
2023-06-25,246.78268417551254
2023-06-26,244.7062163349807
2023-06-27,260.75372670587046
2023-06-28,267.17468322783213
2023-06-29,242.128977084153
2023-06-30,241.75558255690726
2023-07-01,243.1453463524825
2023-07-02,241.10602806676678
2023-07-03,251.7256423500726
2023-07-04,254.59878501085257
2023-07-05,259.91334904572096
2023-07-06,253.22264048153045
2023-07-07,251.09377546132262
2023-07-08,241.04858736231313
2023-07-09,243.3281682120222
2023-07-10,247.33254118674813
2023-07-11,254.70651572051125
2023-07-12,256.8479765295693
2023-07-13,255.50889345520028
2023-07-14,242.69149326866253
2023-07-15,240.773556336313
2023-07-16,251.57270817117782
2023-07-17,253.311148990008
2023-07-18,255.08677624143476
2023-07-19,264.5986265849678
2023-07-20,251.0881798717602
2023-07-21,234.20854052355222
2023-07-22,233.89850739922255
2023-07-23,231.46819328647408
2023-07-24,246.83727740658975
2023-07-25,256.46185081245284
2023-07-26,266.64182522165146
2023-07-27,254.44515876838128
2023-07-28,243.00117159506465
2023-07-29,242.79968157650387
2023-07-30,229.49704774565575
2023-07-31,249.52099371578802
2023-08-01,259.9903085208658
2023-08-02,250.65171606975065
2023-08-03,258.33371766560606
2023-08-04,245.6136249006388
2023-08-05,236.42134603052952
2023-08-06,243.58304297280114
2023-08-07,259.58467980837565
2023-08-08,256.95609500757706
2023-08-09,259.21961268781877
2023-08-10,250.27567454629818
2023-08-11,239.6537026029004
2023-08-12,242.6560699423479
2023-08-13,236.17070977903595
2023-08-14,248.64699079934897
2023-08-15,253.74292056213986
2023-08-16,260.48489621893975
2023-08-17,254.37985547242346
2023-08-18,249.25779577854837
2023-08-19,236.15010499744906
2023-08-20,239.32668523882998
2023-08-21,243.64990864375818
2023-08-22,254.19443866583694
2023-08-23,260.2918103288299
2023-08-24,256.8428873890128
2023-08-25,239.8372231662083
2023-08-26,243.458181138324
2023-08-27,247.89667154530932
2023-08-28,251.08621923358814
2023-08-29,266.30852431731046
2023-08-30,255.07874272383302
2023-08-31,247.41120000197986
2023-09-01,236.1655237968466
2023-09-02,247.2363818528192
2023-09-03,245.07162991833823
2023-09-04,249.45811805132342
2023-09-05,259.077418495577
2023-09-06,254.1096524684283
2023-09-07,266.6893559682672
2023-09-08,246.56839089479737
2023-09-09,241.20364446972837
2023-09-10,246.3667970284974
2023-09-11,253.117192579575
2023-09-12,259.8113226865755
2023-09-13,256.83754294812843
2023-09-14,257.90950243867263
2023-09-15,256.4629643897435
2023-09-16,248.55355372836553
2023-09-17,251.91312825270177
2023-09-18,249.40495791666507
2023-09-19,255.032625731422
2023-09-20,261.4897722097313
2023-09-21,257.19979619462634
2023-09-22,253.93319305163922
2023-09-23,234.81405769921597
2023-09-24,253.08554709724493
2023-09-25,252.70239741275117
2023-09-26,259.41856043889794
2023-09-27,258.6715192541409
2023-09-28,250.30133183556117
2023-09-29,254.27371989461318
2023-09-30,245.3798566772021
2023-10-01,240.76618578893266
2023-10-02,248.83658871958846
2023-10-03,261.73496870895497
2023-10-04,273.97947352688755
2023-10-05,259.2213869215787
2023-10-06,244.6272775144822
2023-10-07,245.81105450613086
2023-10-08,247.92022171817922
2023-10-09,243.93670131737167
2023-10-10,265.29281665467164
2023-10-11,266.6712708121226
2023-10-12,266.2330516117841
2023-10-13,263.661455014718
2023-10-14,254.98717885443978
2023-10-15,250.29476498068195
2023-10-16,254.28453013855037
2023-10-17,280.8676307037239
2023-10-18,270.5989391606782
2023-10-19,265.3387679351285
2023-10-20,256.85317239059356
2023-10-21,252.94173398986212
2023-10-22,253.55399585390893
2023-10-23,259.62486020821933
2023-10-24,267.9817450361304
2023-10-25,272.8932510039171
2023-10-26,265.3448835792829
2023-10-27,256.24091229603835
2023-10-28,255.35299258038083
2023-10-29,255.9083501032602
2023-10-30,272.9581884143293
2023-10-31,260.4435556812748
2023-11-01,281.533914106634
2023-11-02,277.34846821142764
2023-11-03,252.5305611422505
2023-11-04,256.2357640536919
2023-11-05,258.49002448642074
2023-11-06,261.59992168018755
2023-11-07,273.0434636012329
2023-11-08,273.7921398232672
2023-11-09,283.1821316031163
2023-11-10,270.9123302963009
2023-11-11,267.6766734011958
2023-11-12,267.35812605615996
2023-11-13,266.4271606580157
2023-11-14,277.77683934385954
2023-11-15,285.2902821477335
2023-11-16,271.8395603462762
2023-11-17,273.35890407652545
2023-11-18,263.7073129562196
2023-11-19,265.49527808225866
2023-11-20,279.27590728852203
2023-11-21,286.2980052987544
2023-11-22,284.7438668431478
2023-11-23,287.479648837145
2023-11-24,318.1483715092727
2023-11-25,271.77482570587256
2023-11-26,274.14697552552644
2023-11-27,278.0107819890257
2023-11-28,289.5695129514317
2023-11-29,284.1794666637903
2023-11-30,290.2130678235871
2023-12-01,276.5621176827736
2023-12-02,270.03688456525896
2023-12-03,280.4036769770516
2023-12-04,280.03515834322116
2023-12-05,284.91549007585985
2023-12-06,286.69080251987134
2023-12-07,292.68123455957095
2023-12-08,275.1614392980178
2023-12-09,285.5194957449176
2023-12-10,268.86143295217585
2023-12-11,296.1683831066181
2023-12-12,297.15823007326037
2023-12-13,298.151192332203
2023-12-14,291.10219923566757
2023-12-15,287.74900952058044
2023-12-16,280.7605557091008
2023-12-17,289.0035797787984
2023-12-18,292.4853365858944
2023-12-19,301.0941724491037
2023-12-20,301.0669553085048
2023-12-21,297.8023731715189
2023-12-22,291.56200015159885
2023-12-23,276.6762101811672
2023-12-24,281.0324290105192
2023-12-25,299.92406730200696
2023-12-26,305.49709981743024
2023-12-27,306.27106498584766
2023-12-28,302.4903866509054
2023-12-29,296.0764584871091
2023-12-30,286.8475465993221
2023-12-31,338.2041496942485
